cityLabel,population,gps
Jaffna,88138,Point(80.016666666 9.664722222)
Norwalk,88145,Point(-73.419722222 41.093888888)
Suva,88271,Point(178.433333333 -18.133333333)
Champaign,88302,Point(-88.261111111 40.112777777)
Champaign,88302,Point(-88.2736 40.115)
Orem,88328,Point(-111.696486 40.298753)
Roswell,88346,Point(-84.3442 34.0339)
Nasser,88379,Point(31.130555555 29.1475)
Ooty,88430,Point(76.693888888 11.408611111)
Blora,88433,Point(111.417503 -6.970305)
La Grita,88450,Point(-71.983333333 8.133333333)
Dhahran,88454,Point(50.15 26.266666666)
Bertoua,88462,Point(13.683333333 4.583333333)
Bhakkar,88472,Point(71.066666666 31.633333333)
Pardubice,88520,Point(15.77916 50.03861)
Kōka,88538,Point(136.166305555 34.966083333)
Ben Guerir,88626,Point(-7.95 32.23)
Santa Barbara,88665,Point(-119.714166666 34.425833333)
Viana do Castelo,88725,Point(-8.833333333 41.7)
Waukegan,88826,Point(-87.8447938 42.3636331)
Sunrise,88843,Point(-80.286111111 26.157222222)
Fall River,88857,Point(-71.155555555 41.701388888)
Bogo,88867,Point(124.0 11.016666666)
Passi,88873,Point(122.633333333 11.1)
Salt,88900,Point(35.727222222 32.039166666)
Newton,88923,Point(-71.209722222 42.336944444)
Aubervilliers,88948,Point(2.3825 48.911111111)
Santiago de Veraguas,88997,Point(-80.971128 8.105714)
Jaworzno,88998,Point(19.275 50.2)
Kairana,89000,Point(77.2 29.4)
Kairana,89000,Point(77.205277777 29.395277777)
Jalal-Abad,89004,Point(72.98611111 40.9375)
Waukegan,89078,Point(-87.8447938 42.3636331)
Indio,89137,Point(-116.231944444 33.72)
Fort Smith,89142,Point(-94.366666666 35.35)
Lawrence,89143,Point(-71.163611111 42.706944444)
Dartmouth,89163,Point(-63.5667 44.6667)
Poitiers,89212,Point(0.335277777 46.581111111)
Lucca,89243,Point(10.516666666 43.85)
Palm Coast,89258,Point(-81.223333333 29.538055555)
Atlixco,89314,Point(-98.43613 18.90815)
Waukegan,89321,Point(-87.8447938 42.3636331)
Avondale,89334,Point(-112.349722222 33.433611111)
Sliven,89355,Point(26.325963 42.678146)
Nikaia,89380,Point(23.633333333 37.966666666)
Prijedor,89397,Point(16.7 44.966666666)
El Puerto de Santa María,89435,Point(-6.2381494 36.601468)
Tartus,89457,Point(35.883333333 34.883333333)
Cantaura,89552,Point(-64.356365 9.300526)
Gyzylarbat,89582,Point(56.275833333 38.976388888)
Dobrich,89701,Point(27.83189 43.562212)
Dobrich,89701,Point(27.833333333 43.566666666)
Westminster,89701,Point(-117.993888888 33.751388888)
Catanzaro,89718,Point(16.5875 38.91)
Olavarría,89721,Point(-60.333333333 -36.9)
Spokane Valley,89755,Point(-117.239 47.6733)
Tulkarm,89759,Point(35.030833333 32.311111111)
Balkanabat,89785,Point(54.365 39.511944444)
Beaverton,89803,Point(-122.803611111 45.486944444)
Hemet,89833,Point(-116.983055555 33.741944444)
Reading,89893,Point(-75.926111111 40.341666666)
Conroe,89956,Point(-95.4589 30.3161)
Mihara,89972,Point(133.078694444 34.397388888)
Bloomington,89987,Point(-93.31 44.833611111)
Botoșani,89987,Point(26.669444444 47.748611111)
Mbabane,90000,Point(31.161666666 -26.320833333)
Maarrat al-Nu'man,90000,Point(36.668333333 35.643333333)
Waku-Kungo,90000,Point(15.119444444 -11.358333333)
Heraclea,90000,Point(12.658333333 45.638055555)
Modi'in-Maccabim-Re'ut,90013,Point(34.985555555 31.933888888)
Victorias,90101,Point(123.083333333 10.9)
Pisa,90118,Point(10.4 43.716666666)
Jalalpur Jattan,90130,Point(74.216666666 32.766666666)
Hesperia,90173,Point(-117.306111111 34.412777777)
Babahoyo,90191,Point(-79.516666666 -1.816666666)
Peñaflor,90201,Point(-70.916666666 -33.616666666)
Imizu,90201,Point(137.075555555 36.730555555)
Gresham,90205,Point(-122.439444444 45.503611111)
Donghae City,90255,Point(129.11357 37.52345)
Sparks,90264,Point(-119.748722222 39.540472222)
Kamloops,90280,Point(-120.341 50.6761)
Clifton,90296,Point(-74.1604 40.8621)
Valjevo,90312,Point(19.883333333 44.266666666)
Lynn,90329,Point(-70.95 42.466666666)
Ústí nad Labem,90378,Point(14.041666666 50.659166666)
Lawton,90381,Point(-98.390333333 34.608694444)
Tumeremo,90384,Point(-61.5044158 7.299041)
New Braunfels,90403,Point(-98.116666666 29.7)
Nanaimo,90504,Point(-123.936388888 49.164166666)
Chililabombwe,90530,Point(27.833333333 -12.366666666)
Hradec Králové,90596,Point(15.831944444 50.209166666)
Surman,90707,Point(12.571666666 32.756666666)
Orem,90749,Point(-111.696486 40.298753)
ʿAmrān,90792,Point(43.933333333 15.65)
Trenton,90871,Point(-74.756111111 40.221666666)
Guercif,90880,Point(-3.36 34.23)
Grudziądz,90890,Point(18.755 53.4875)
Westminster,90911,Point(-117.993888888 33.751388888)
Capitola,90918,Point(-121.954722222 36.976388888)
Miaoli City,90963,Point(120.82 24.57)
Layyah,90969,Point(70.945555555 30.965277777)
Alessandria,90987,Point(8.62 44.913330555)
San Leandro,91008,Point(-122.156111111 37.725)
Flensburg,91113,Point(9.436666666 54.781944444)
Avignon,91143,Point(4.808333333 43.948611111)
Norwalk,91184,Point(-73.419722222 41.093888888)
Pearland,91252,Point(-95.2958 29.5544)
Giessen,91255,Point(8.666666666 50.583333333)
O'Fallon,91316,Point(-90.708055555 38.784444444)
San Francisco Solano,91322,Point(-58.316666666 -34.766666666)
Nashua,91322,Point(-71.464444444 42.7575)
Lee's Summit,91364,Point(-94.374166666 38.9225)
Gera,91368,Point(12.08242 50.87818)
Chino,91403,Point(-117.69 34.017777777)
Tartu,91407,Point(26.7225 58.38)
Talara,91444,Point(-81.266666666 -4.583333333)
Samalut,91475,Point(30.71 28.312222222)
Bellingham,91482,Point(-122.478833333 48.754388888)
Everett,91488,Point(-122.200555555 47.963333333)
Buckeye,91502,Point(-112.590833333 33.370555555)
Yao,91507,Point(17.560833333 12.850833333)
Satu Mare,91520,Point(22.89 47.79)
Plantation,91750,Point(-80.249444444 26.124444444)
Pickering,91771,Point(-79.130833333 43.906944444)
Hualpén,91773,Point(-73.083333333 -36.783333333)
Kakamega,91778,Point(34.75 0.283333333)
Düren,91814,Point(6.483333333 50.8)
Haskovo,91862,Point(25.55556 41.93465)
Iserlohn,91873,Point(7.666666666 51.383333333)
Satsumasendai,91875,Point(130.303972222 31.813472222)
Tübingen,91877,Point(9.055555555 48.52)
Umeå,91916,Point(20.270566462 63.828453583)
Leeuwarden,92146,Point(5.783333333 53.2)
Kirkland,92175,Point(-122.191666666 47.685833333)
Lavras,92200,Point(-45.0 -21.245)
Quincy,92271,Point(-71.0 42.25)
Kitakami,92348,Point(141.113222222 39.28675)
Errachidia,92374,Point(-4.424444444 31.931944444)
Higashimatsuyama,92440,Point(139.399916666 36.042166666)
Ōbu,92562,Point(136.963833333 35.011666666)
Naju,92582,Point(126.7175 35.028333333)
Mtwara,92602,Point(40.182777777 -10.273611111)
Inagi,92604,Point(139.504555555 35.637944444)
Hoover,92606,Point(-86.805555555 33.386111111)
Esslingen am Neckar,92640,Point(9.310833333 48.740555555)
Tatvan,92695,Point(42.281388888 38.502222222)
South Gate,92726,Point(-118.195 33.944166666)
Lethbridge,92729,Point(-112.832778 49.694167)
Hanamaki,92815,Point(141.116916666 39.388611111)
Nisshin,92823,Point(137.039444444 35.131972222)
Roswell,92833,Point(-84.3442 34.0339)
Itumbiara,92883,Point(-49.217777777 -18.42)
Greeley,92889,Point(-104.7 40.416666666)
Rafaela,92945,Point(-61.483333333 -31.266666666)
Ciudad Evita,92957,Point(-58.528917 -34.726056)
Sidi Slimane,92989,Point(-5.93 34.26)
Tracy,93000,Point(-121.433888888 37.738055555)
Stabat,93063,Point(98.4581085 3.7546297)
Kwekwe,93072,Point(29.983333333 -18.916666666)
Santa Monica,93076,Point(-118.481388888 34.021944444)
Ludwigsburg,93117,Point(9.191944444 48.8975)
Galle,93118,Point(80.219421 6.039505)
Râmnicu Vâlcea,93151,Point(24.375555555 45.104722222)
San Angelo,93200,Point(-100.45 31.45)
Piraquara,93207,Point(-49.062777777 -25.441944444)
Yotsukaidō,93233,Point(140.167944444 35.669777777)
Créteil,93246,Point(2.453055555 48.777777777)
Yashio,93283,Point(139.839222222 35.822527777)
Mission Viejo,93305,Point(-117.656111 33.612778)
Monastir,93306,Point(10.82617 35.77799)
České Budějovice,93426,Point(14.474722222 48.974722222)
Şırnak,93431,Point(42.461111111 37.516388888)
Redding,93611,Point(-122.370277777 40.576666666)
Mission Viejo,93653,Point(-117.656111 33.612778)
Sanjō,93671,Point(138.961666666 37.636777777)
Fujairah,93673,Point(56.334663 25.130758)
Deltona,93692,Point(-81.211111111 28.905)
Zefta,93740,Point(31.239444444 30.711944444)
Vilhena,93745,Point(-60.145833333 -12.740555555)
Menderes,93796,Point(27.134 38.254)
Brockton,93810,Point(-71.018888888 42.083333333)
Itaúna,93847,Point(-44.575833333 -20.075)
Sandy Springs,93853,Point(-84.368611111 33.9375)
College Station,93857,Point(-96.314444444 30.601388888)
Valongo,93858,Point(-8.5 41.183333333)
Azumino,93927,Point(137.905555555 36.303888888)
Fayetteville,93949,Point(-94.160833333 36.076388888)
Herzliya,93989,Point(34.842222222 32.155555555)
Fall River,94000,Point(-71.155555555 41.701388888)
Roswell,94089,Point(-84.3442 34.0339)
Ashiya,94116,Point(135.304111111 34.727)
Shibata,94258,Point(139.327277777 37.947916666)
Suffolk,94324,Point(-76.6097 36.7411)
Mormugao,94393,Point(73.8 15.402)
Villa Luzuriaga,94403,Point(-58.583333333 -34.666666666)
Edmond,94428,Point(-97.464916666 35.657138888)
Abreu e Lima,94429,Point(-34.902777777 -7.911666666)
Gatchina,94447,Point(30.122892 59.56841)
Barletta,94477,Point(16.283333333 41.316666666)
Asheville,94589,Point(-82.555833333 35.58)
Kanuma,94591,Point(139.745055555 36.567083333)
Bath,94782,Point(-2.358611 51.381389)
Erie,94831,Point(-80.085213888 42.129561111)
San Marcos,94833,Point(-117.170277777 33.141944444)
Lagarto,94861,Point(-37.65 -10.916944444)
Legnica,94878,Point(16.1619 51.21006)
Lawrence,94934,Point(-95.235277777 38.971666666)
Dankuni,94936,Point(88.23 22.81)
Moca,94981,Point(-70.516666666 19.383333333)
Al-Karmah,95000,Point(43.908888888 33.399722222)
Mianwali,95007,Point(71.543611111 32.585277777)
Rubio,95041,Point(-72.35 7.7)
New Bedford,95072,Point(-70.934722222 41.636111111)
Al Bahah,95089,Point(41.46767 20.01288)
Nakhchivan,95100,Point(45.412222222 39.208888888)
Witten,95107,Point(7.333333333 51.433333333)
Reading,95112,Point(-75.926111111 40.341666666)
New Bedford,95115,Point(-70.934722222 41.636111111)
Tanjung Pandan,95136,Point(107.75 -2.75)
Shimada,95198,Point(138.176055555 34.836277777)
Chakdaha,95203,Point(88.52 23.08)
Bogo,95230,Point(14.609166666 10.733611111)
Bogo,95230,Point(14.6108 10.7361)
Oued Zem,95267,Point(-6.56 32.86)
Lewisville,95290,Point(-97.0061 33.0383)
Goodyear,95294,Point(-112.35821 33.43532)
St. George,95342,Point(-113.578055555 37.095277777)
Aliağa,95392,Point(26.97564 38.796)
Shumen,95412,Point(26.93486 43.274585)
Lecce,95441,Point(18.169138888 40.352011111)
Kamisu,95471,Point(140.664527777 35.889944444)
Japeri,95492,Point(-43.652777777 -22.642777777)
Vitry-sur-Seine,95510,Point(2.392777777 48.7875)
Livonia,95535,Point(-83.371111111 42.401111111)
Székesfehérvár,95545,Point(18.416666666 47.2)
Yuma,95548,Point(-114.615277777 32.692222222)
Carson,95558,Point(-118.259722222 33.839722222)
Bendigo,95587,Point(144.266666666 -36.75)
Ōmura,95590,Point(129.958333333 32.9)
Clovis,95631,Point(-119.703055555 36.825277777)
Arif Wala,95655,Point(73.066666666 30.291666666)
Hadera,95700,Point(34.916666666 32.45)
Schwerin,95740,Point(11.415 53.628888888)
Compton,95740,Point(-118.225 33.896666666)
Caseros,95785,Point(-58.533333333 -34.616666666)
Río Gallegos,95796,Point(-69.216111111 -51.623333333)
Itaperuna,95841,Point(-41.887777777 -21.205)
Kalisz,95905,Point(18.083 51.757)
La Libertad,95942,Point(-80.9 -2.23333333)
Muzaffarabad,96000,Point(73.471111111 34.37)
Çankırı,96025,Point(33.616666666 40.6)
Lubuk Pakam,96038,Point(98.86666667 3.56666667)
Noumea,96082,Point(166.45 -22.266666666)
Escalante,96159,Point(123.5 10.833333333)
Maribor,96211,Point(15.633333333 46.55)
Yilan City,96268,Point(121.75 24.75)
Nanterre,96277,Point(2.203611111 48.890555555)
Buin,96614,Point(-70.75 -33.733333333)
Iida,96642,Point(137.821833333 35.514805555)
Cambé,96733,Point(-51.277777777 -23.275833333)
Arauca,96814,Point(-70.761666666 7.090277777)
Sandy,96904,Point(-111.838916666 40.5665)
Livonia,96942,Point(-83.371111111 42.401111111)
Tumbes,96946,Point(-80.459722222 -3.570833333)
Musumba,96957,Point(22.6825 -8.55916667)
Yakima,96968,Point(-120.507777777 46.601944444)
Munakata,97041,Point(130.540777777 33.805527777)
Ourense,97051,Point(-7.86406 42.33556)
Taunsa Sharif,97100,Point(70.657777777 30.705555555)
Tucuruí,97128,Point(-49.672777777 -3.767777777)
Lorca,97151,Point(-1.7 37.683333333)
Ituiutaba,97171,Point(-49.465 -18.968888888)
Vị Thanh,97200,Point(105.470833333 9.783333333)
San Mateo,97207,Point(-122.313055555 37.554166666)
Qurayyat,97215,Point(37.34282 31.33176)
Tubarão,97235,Point(-49.006944444 -28.466944444)
Sunrise,97335,Point(-80.286111111 26.157222222)
Attock,97374,Point(72.366666666 33.766666666)
Boulder,97385,Point(-105.292777777 40.019444444)
Boca Raton,97422,Point(-80.1 26.368611111)
Dongducheon,97424,Point(127.063333333 37.913333333)
Kōnan,97435,Point(136.870666666 35.332083333)
North Charleston,97471,Point(-80.016944444 32.885277777)
Beaverton,97494,Point(-122.803611111 45.486944444)
Brantford,97496,Point(-80.263055555 43.140833333)
Lincoln,97541,Point(-0.55 53.25)
Yeongcheon,97669,Point(128.938611111 35.973333333)
Qambar,97691,Point(68.00103 27.58676)
Janakpurdham,97776,Point(85.921666666 26.712222222)
Portsmouth,97915,Point(-76.29827 36.83543)
Bălți,97930,Point(27.928888888 47.761666666)
Chitose,97945,Point(141.650888888 42.820972222)
Orem,98129,Point(-111.696486 40.298753)
Dearborn,98153,Point(-83.213480555 42.311330555)
Upata,98274,Point(-62.3977917 8.0073377)
Saku,98292,Point(138.476944444 36.248805555)
Cottbus,98359,Point(14.331861111 51.760805555)
Vista,98381,Point(-117.241111111 33.193611111)
Lethbridge,98406,Point(-112.832778 49.694167)
Chipata,98416,Point(32.645277777 -13.638611111)
Itaituba,98485,Point(-55.983888888 -4.275833333)
Hanau,98502,Point(8.916944444 50.132777777)
Zárate,98522,Point(-59.033333333 -34.083333333)
Itoshima,98527,Point(130.1955 33.557305555)
Ballarat,98543,Point(143.8475 -37.560833333)
Tourcoing,98656,Point(3.160277777 50.7225)
Khambhat,98700,Point(72.619408 22.313114)
Roubaix,98828,Point(3.181666666 50.69)
Broken Arrow,98850,Point(-95.783611111 36.036388888)
Burzaco,98859,Point(-58.366666666 -34.816666666)
Longmont,98885,Point(-105.109166666 40.171666666)
Fishers,98977,Point(-86.012777777 39.956111111)
Kohima,99039,Point(94.119444444 25.666666666)
Morón,99066,Point(-58.616666666 -34.65)
Breves,99080,Point(-50.48 -1.681944444)
Breves,99080,Point(-50.55968 -1.1684)
Trincomalee,99135,Point(81.233333333 8.566666666)
Hasilpur,99171,Point(72.554166666 29.696666666)
Rialto,99171,Point(-117.3825 34.111388888)
Bend,99178,Point(-121.308055555 44.056388888)
Khamis Mushait,99213,Point(42.733333333 18.3)
Kenosha,99218,Point(-87.845555555 42.582222222)
Richardson,99223,Point(-96.715833333 32.965555555)
Albany,99224,Point(-73.766666666 42.65)
Sakata,99235,Point(139.836722222 38.914861111)
Wakefield,99251,Point(-1.492 53.6801)
Ginowan,99256,Point(127.778527777 26.2815)
Viseu,99274,Point(-7.913888888 40.6575)
Bislig,99290,Point(126.316111111 8.213333333)
Kaiserslautern,99292,Point(7.768888888 49.444722222)
Izumisano,99328,Point(135.327527777 34.406944444)
Alaminos,99397,Point(119.980769444 16.155313888)
Tsuyama,99410,Point(134.004472222 35.069111111)
Arezzo,99419,Point(11.878055555 43.463055555)
Santa Cruz del Quiché,99479,Point(-91.25 15.05)
Olomouc,99496,Point(17.250833333 49.593888888)
Udine,99518,Point(13.233333333 46.066666666)
Kani,99545,Point(137.061333333 35.426055555)
Santa Maria,99553,Point(-120.433333333 34.951388888)
Hualien City,99558,Point(121.606388888 23.972222222)
Tuscaloosa,99600,Point(-87.534722222 33.206666666)
Davenport,99685,Point(-90.590833333 41.543055555)
Carmel,99757,Point(-86.1 39.966666666)
Chikusei,99758,Point(139.983138888 36.307083333)
Hesperia,99818,Point(-117.306111111 34.412777777)
Pompano Beach,99845,Point(-80.125555555 26.234722222)
Andria,99857,Point(16.308333333 41.231666666)
Dunedin,99885,Point(170.503611111 -45.874166666)
Round Rock,99887,Point(-97.6725 30.515)
San Angelo,99893,Point(-100.45 31.45)
West Palm Beach,99919,Point(-80.064166666 26.709722222)
Bishoftu,99928,Point(38.983333333 8.75)
Odessa,99940,Point(-102.365555555 31.863333333)
Songea,99961,Point(35.65 -10.683333333)
Kenosha,99986,Point(-87.845555555 42.582222222)
Mumias,99987,Point(34.483333333 0.333333333)
Bamyan,100000,Point(67.816666666 34.816666666)
Zahlé,100000,Point(35.907222222 33.843888888)
Punta de Mata,100000,Point(-63.6110201 9.6865914)
Ras Gharib,100000,Point(33.0775 28.359722222)
Roanoke,100011,Point(-79.933333333 37.266666666)
Bacabal,100014,Point(-44.78 -4.225)
College Station,100050,Point(-96.314444444 30.601388888)
Formosa,100085,Point(-47.333888888 -15.536944444)
Temecula,100097,Point(-117.123611111 33.503333333)
Lamitan,100150,Point(122.133333333 6.65)
Mairiporã,100179,Point(-46.586944444 -23.318888888)
Nampa,100200,Point(-116.563611111 43.574722222)
Boconó,100240,Point(-70.25 9.253333333)
Edinburg,100243,Point(-98.1639 26.3042)
Gangtok,100286,Point(88.62 27.33)
Shahrisabz,100300,Point(66.833333333 39.05)
Hildesheim,100319,Point(9.95 52.15)
Libertad,100324,Point(-58.686 -34.692)
Abreu e Lima,100346,Point(-34.902777777 -7.911666666)
Centennial,100377,Point(-104.843888888 39.596388888)
Kawachinagano,100415,Point(135.564138888 34.458083333)
Red Deer,100418,Point(-113.811111111 52.268055555)
Diourbel,100445,Point(-16.231388888 14.655)
Torbat-e Jam,100449,Point(60.6225 35.243888888)
Kamianets-Podilskyi,100462,Point(26.580555555 48.680555555)
Masjed Soleiman,100497,Point(49.303888888 31.936388888)
Barakaldo,100535,Point(-2.991666666 43.297222222)
Kalyani,100575,Point(88.434444444 22.975)
Port Blair,100608,Point(92.75 11.666666666)
Yên Bái,100631,Point(104.866666666 21.7)
Yên Bái,100631,Point(104.906388888 21.7325)
Kallithea,100641,Point(23.7 37.95)
Ahar,100641,Point(47.060277777 38.475)
Rosarito,100660,Point(-117.054444444 32.363611111)
Erie,100671,Point(-80.085213888 42.129561111)
Cavite City,100674,Point(120.9 14.483333333)
Umuarama,100676,Point(-53.325 -23.765833333)
Lae,100677,Point(147.000833333 -6.730277777)
Central Cikarang,100714,Point(107.173138888 -6.365972222)
Zheleznogorsk,100740,Point(35.366666666 52.333333333)
Muriaé,100765,Point(-42.365833333 -21.130833333)
Kfar Saba,100800,Point(34.907683333 32.185783333)
Sakado,100829,Point(139.403027777 35.95725)
Red Deer,100844,Point(-113.811111111 52.268055555)
Kanoya,100880,Point(130.852222222 31.378222222)
Khyrdalan,100900,Point(49.756388888 40.448611111)
Ancona,100924,Point(13.516666666 43.616666666)
Merauke,101022,Point(140.333333333 -8.466666666)
Federal Way,101030,Point(-122.34 47.315)
Leuven,101032,Point(4.704444 50.8775)
New Bedford,101079,Point(-70.934722222 41.636111111)
Lee's Summit,101108,Point(-94.374166666 38.9225)
Zomba,101140,Point(35.333333333 -15.383333333)
Gütersloh,101158,Point(8.383333333 51.9)
South Bend,101168,Point(-86.250277777 41.676388888)
Deventer,101236,Point(6.2 52.25)
Kousséri,101246,Point(15.033333333 12.083333333)
Lynn,101253,Point(-70.95 42.466666666)
Itaituba,101395,Point(-55.983888888 -4.275833333)
Klagenfurt,101403,Point(14.3 46.616666666)
Trinidad,101454,Point(-64.9 -14.833333333)
Balsas,101456,Point(-46.035833333 -7.532777777)
Chico,101475,Point(-121.835555555 39.74)
Bhadreswar,101477,Point(88.35 22.82)
Dobrich,101495,Point(27.83189 43.562212)
Dobrich,101495,Point(27.833333333 43.566666666)
Akhmim,101509,Point(31.746111111 26.564166666)
Siegen,101516,Point(8.016666666 50.875555555)
Eastbourne,101547,Point(0.286111 50.766389)
Santo Antônio de Jesus,101548,Point(-39.261080555 -12.969188888)
Ōnojō,101603,Point(130.478694444 33.536277777)
Nantou City,101606,Point(120.68333333 23.91666667)
Quincy,101636,Point(-71.0 42.25)
Nabire,101645,Point(135.50074 -3.35989)
Chatham-Kent,101647,Point(-82.183333333 42.4)
Chishtian,101659,Point(72.857777777 29.795833333)
Davenport,101724,Point(-90.590833333 41.543055555)
Erie,101786,Point(-80.085213888 42.129561111)
Al-Hajar al-Aswad,101827,Point(36.305277777 33.458055555)
Boryeong,101852,Point(126.616666666 36.333333333)
Dogbo-Tota,101870,Point(1.783333 6.8)
Shushtar,101878,Point(48.848333333 32.049722222)
Worcester,101891,Point(-2.220555555 52.191111111)
Dhangadhi,101970,Point(80.575 28.705555555)
Venlo,101988,Point(6.166666666 51.366666666)
Fazenda Rio Grande,102004,Point(-49.307777777 -25.657777777)
Fkih Ben Saleh,102019,Point(-6.7 32.5)
Fkih Ben Saleh,102019,Point(-6.68858 32.50705)
Igarassu,102021,Point(-34.905833333 -7.833888888)
Lampa,102034,Point(-70.9 -33.283333333)
Sabratha,102038,Point(12.48845 32.79335)
Sabratha,102038,Point(12.485187948 32.805401758)
Novokuybyshevsk,102075,Point(49.916666666 53.1)
Isehara,102088,Point(139.314972222 35.402944444)
Davenport,102157,Point(-90.590833333 41.543055555)
Vilhena,102211,Point(-60.145833333 -12.740555555)
Jounieh,102221,Point(35.615555555 33.969722222)
Delta,102238,Point(-122.99 49.12)
Kashmar,102282,Point(58.465555555 35.238333333)
Wichita Falls,102316,Point(-98.515 33.896944444)
Mayarí,102354,Point(-75.678055555 20.659166666)
Vacaville,102386,Point(-121.972777777 38.353888888)
Menifee,102527,Point(-117.166944444 33.678333333)
La Tablada,102542,Point(-58.53333333 -34.68333333)
Girga,102597,Point(31.891666666 26.338333333)
St Helens,102629,Point(-2.7461 53.4541)
Guihulngan,102656,Point(123.266666666 10.116666666)
Norwalk,102773,Point(-118.083333333 33.906944444)
Santa Rosa,102860,Point(-64.290555555 -36.620277777)
Sangju,102892,Point(128.160555555 36.415277777)
São Lourenço da Mata,102895,Point(-35.017777777 -8.001944444)
Kırklareli,102909,Point(27.225277777 41.734722222)
Liberec,102951,Point(15.0584492 50.7699972)
Gongju,102960,Point(127.124722222 36.455555555)
Spokane Valley,102976,Point(-117.239 47.6733)
Everett,103019,Point(-122.200555555 47.963333333)
Bouskoura,103026,Point(-7.64861111 33.44888889)
Miryang,103069,Point(128.748888888 35.493333333)
Piacenza,103082,Point(9.7 45.05)
Inzai,103084,Point(140.145722222 35.832305555)
Aracruz,103101,Point(-40.272777777 -19.82)
Chikushino,103185,Point(130.525833333 33.487416666)
Bergama,103185,Point(27.1777296 39.1191544)
Palm Bay,103190,Point(-80.670008333 27.997922222)
Talara,103200,Point(-81.266666666 -4.583333333)
Almirante Tamandaré,103204,Point(-49.31 -25.325)
Saint-Paul,103208,Point(55.269722222 -21.009722222)
Bundi,103286,Point(75.637222222 25.438333333)
Araxá,103287,Point(-46.940833333 -19.592777777)
Bumba,103328,Point(22.46 2.19)
Lower Hutt,103400,Point(174.916666666 -41.216666666)
South Bend,103453,Point(-86.250277777 41.676388888)
Murrieta,103466,Point(-117.2025 33.569444444)
Buzău,103481,Point(26.816666666 45.151666666)
Musoma,103497,Point(33.804166666 -1.506944444)
Breves,103497,Point(-50.48 -1.681944444)
Breves,103497,Point(-50.55968 -1.1684)
Elista,103535,Point(44.266666666 46.316666666)
Berdsk,103578,Point(83.1 54.75)
Wigan,103608,Point(-2.631666666 53.544722222)
Uitenhage,103639,Point(25.4 -33.75)
Salzgitter,103694,Point(10.359305555 52.150277777)
Coronel Fabriciano,103694,Point(-42.628888888 -19.518888888)
West Jordan,103712,Point(-111.976111111 40.606388888)
Moers,103725,Point(6.619722222 51.459166666)
Saijō,103760,Point(133.181166666 33.919555555)
Itaperuna,103800,Point(-41.887777777 -21.205)
Salford,103886,Point(-2.293055555 53.482777777)
Toride,103908,Point(140.050361111 35.9115)
Bansberia,103920,Point(88.4 22.97)
Thimphu,104000,Point(89.633333333 27.483333333)
Rialto,104026,Point(-117.3825 34.111388888)
Rio Rancho,104046,Point(-106.66447 35.23338)
Açailândia,104047,Point(-47.505 -4.946944444)
Ikeda,104148,Point(135.428527777 34.821722222)
Arapongas,104150,Point(-51.423888888 -23.418888888)
Balanga,104173,Point(120.533333333 14.683333333)
Novara,104183,Point(8.616666666 45.45)
Chorzów,104193,Point(18.9628 50.2884)
Chorzów,104193,Point(18.95 50.3)
Šiauliai,104300,Point(23.316666666 55.928055555)
High Point,104371,Point(-79.9975 35.970555555)
Wałbrzych,104401,Point(16.283333333 50.766666666)
Khak-e Ali,104417,Point(50.176388888 36.128333333)
Trindade,104488,Point(-49.488888888 -16.648888888)
Masbate City,104522,Point(123.624722222 12.373888888)
Vespasiano,104527,Point(-43.922777777 -19.691944444)
Monastir,104535,Point(10.82617 35.77799)
Wichita Falls,104553,Point(-98.515 33.896944444)
Sergiyev Posad,104579,Point(38.133333333 56.3)
Bhimdatta,104599,Point(80.333333333 28.916666666)
Allen,104627,Point(-96.663055555 33.099722222)
Roseville,104655,Point(-121.289444444 38.7525)
Columbia,104681,Point(-76.8582049 39.2156213)
Włocławek,104705,Point(19.05 52.65)
Lavras,104783,Point(-45.0 -21.245)
Daly City,104901,Point(-122.468333333 37.686388888)
Mazyr,104967,Point(29.233333333 52.05)
Tagbilaran,104976,Point(123.85 9.65)
Waterloo,104986,Point(-80.516666666 43.466666666)
New Beni Suef City,105000,Point(31.119804 29.043564)
Kandhkot,105011,Point(69.3 28.4)
Frederiksberg,105037,Point(12.536388888 55.6775)
Jurupa Valley,105053,Point(-117.475 33.9994)
Nancy,105058,Point(6.183611111 48.692777777)
Al-Faw,105080,Point(48.47 29.98)
Assis,105087,Point(-50.411944444 -22.661944444)
Paço do Lumiar,105121,Point(-44.107777777 -2.531944444)
Yozgat,105167,Point(34.808333333 39.820833333)
Granada,105171,Point(-85.958888888 11.934722222)
Lagarto,105221,Point(-37.65 -10.916944444)
Concord,105240,Point(-80.6006 35.4044)
Sheikh Othman,105248,Point(45.027938 12.88661)
Ituiutaba,105255,Point(-49.465 -18.968888888)
Achinsk,105264,Point(90.503888888 56.281666666)
Fairfield,105321,Point(-122.054166666 38.257777777)
Robat Karim,105393,Point(51.082777777 35.484722222)
Alchevsk,105398,Point(38.798333333 48.467222222)
Charsadda,105414,Point(71.730833333 34.145277777)
Sliven,105444,Point(26.325963 42.678146)
Kiryu,105465,Point(139.330472222 36.405333333)
Kulob,105500,Point(69.780833333 37.911944444)
Nova Serrana,105520,Point(-44.983888888 -19.875833333)
Japeri,105548,Point(-43.652777777 -22.642777777)
Fargo,105549,Point(-96.789444444 46.877222222)
Norwalk,105549,Point(-118.083333333 33.906944444)
