cityLabel,population,gps
Warren City,298,Point(-94.9025 32.5536)
Finger,298,Point(-88.608888888 35.356666666)
Cornereva,299,Point(22.41962 45.063852)
Melekeok,299,Point(134.63417 7.49333)
Bancroft,299,Point(-111.886 42.7194)
Lowry,299,Point(-95.518055555 45.705)
Westside,299,Point(-95.1003 42.0753)
Mount Olivet,299,Point(-84.0372 38.5319)
Druid Hills,299,Point(-85.6622 38.2642)
Norwood,299,Point(-82.7058 33.4639)
Burton,300,Point(-96.596178 30.181668)
Knossos,300,Point(25.163155555 35.297961111)
Scotland,300,Point(-82.8181 32.0486)
Downing,300,Point(-92.3681 40.4878)
Lueders,300,Point(-99.6236 32.8003)
Willisburg,300,Point(-85.1219 37.81)
Bellewood,300,Point(-85.6592 38.2606)
Keysville,300,Point(-82.2317 33.2353)
Goesdorf,301,Point(5.96833 49.92167)
McGrath,301,Point(-155.595833333 62.956388888)
Luana,301,Point(-91.453333333 43.060833333)
Reynolds,301,Point(-97.106666666 47.671666666)
Bowbells,301,Point(-102.2462 48.8038)
Cedar Hill,301,Point(-87.002174 36.551989)
Liscomb,301,Point(-93.005555555 42.190555555)
South Heart,301,Point(-102.992222222 46.863888888)
Smithland,301,Point(-88.4028 37.1394)
Grubbs,301,Point(-91.074166666 35.650833333)
Sârbenii de Jos,302,Point(25.408783 44.463149)
Greeley,302,Point(-95.1264 38.3675)
Farmersburg,302,Point(-91.367555555 42.958516666)
Mingo,302,Point(-93.283888888 41.767777777)
Parker,302,Point(-111.759 43.9586)
Bode,302,Point(-94.2878 42.8672)
Natoma,302,Point(-99.0247 39.1892)
Delphos,302,Point(-97.7664 39.2747)
Balota de Jos,303,Point(23.814795 44.547298)
East Lynne,303,Point(-94.2297 38.6675)
Hollandale,303,Point(-93.204166666 43.760833333)
Sadieville,303,Point(-84.5356 38.3917)
Bagley,303,Point(-94.428888888 41.846666666)
Willow River,303,Point(-92.841388888 46.318333333)
Granada,303,Point(-94.347777777 43.695555555)
Harcourt,303,Point(-94.176666666 42.261944444)
Kendrick,303,Point(-116.65 46.6144)
Murdock,303,Point(-95.39333333 45.22388889)
Woodburn,303,Point(-86.5311 36.8417)
Middle River,303,Point(-96.164166666 48.434166666)
Ceylon,303,Point(-94.631666666 43.533611111)
Goose Creek,303,Point(-85.5908 38.2942)
Salt Lick,303,Point(-83.6161 38.1194)
Hyden,303,Point(-83.375 37.1633)
Rio Lucio,303,Point(-105.719 36.1917)
Baineț,304,Point(25.944964 47.967374)
Huslia,304,Point(-156.391666666 65.7)
Martinsburg,304,Point(-91.64722 39.10111)
Kelley,304,Point(-93.664905555 41.950913888)
Industry,304,Point(-96.5 29.9667)
Bradfordsville,304,Point(-85.1483 37.4953)
Riverton,304,Point(-95.567777777 40.686111111)
Willisburg,304,Point(-85.1219 37.81)
Middle River,304,Point(-96.164166666 48.434166666)
Hanley Falls,304,Point(-95.621944444 44.692777777)
Bronson,304,Point(-95.0725 37.8967)
Grady,305,Point(-91.700833333 34.079444444)
Bosworth,305,Point(-93.3347 39.4706)
Brazos Bend,305,Point(-97.758055555 32.478055555)
Laclede,305,Point(-93.1697 39.7875)
Long Pine,305,Point(-99.702777777 42.535833333)
Iredell,305,Point(-97.8708 31.9847)
Fertile,305,Point(-93.421111111 43.264722222)
Woodland,305,Point(-84.5611 32.7875)
Rhodes,305,Point(-93.185 41.926666666)
Parker,305,Point(-111.759 43.9586)
Cyrus,305,Point(-95.738055555 45.614722222)
Fredonia,305,Point(-91.4092 34.8217)
Creekside,305,Point(-85.5681 38.2922)
Brewster,305,Point(-101.377 39.3628)
Oxbow,305,Point(-96.803611111 46.674444444)
Makresh,306,Point(22.669406 43.768042)
Imbler,306,Point(-117.963611111 45.460277777)
Nightmute,306,Point(-164.826 60.4914)
Ingalls,306,Point(-100.454 37.83)
Murdock,306,Point(-95.39333333 45.22388889)
Gillsville,306,Point(-83.6356 34.3092)
Éntoma,306,Point(-6.936911111 42.422252777)
Emery,307,Point(-111.249444444 38.922222222)
Hendrum,307,Point(-96.81147 47.26442)
Gonzales,307,Point(-97.4478 29.5089)
Eureka,307,Point(-96.2925 32.0125)
Union Valley,307,Point(-96.251111111 32.927222222)
Williams,307,Point(-93.543055555 42.4875)
Nordheim,307,Point(-97.6133 28.9233)
Hamilton,307,Point(-84.8731 32.7647)
Trinidad,307,Point(-124.143055555 41.059166666)
Marble Rock,307,Point(-92.867777777 42.964722222)
Buckman,307,Point(-94.093611111 45.8975)
Blăjeni,308,Point(22.909161 46.213889)
Sodaville,308,Point(-122.868611111 44.483888888)
St. Martin,308,Point(-94.667222222 45.5025)
Tetonia,308,Point(-111.16 43.8139)
Hollandale,308,Point(-93.204166666 43.760833333)
Waverly,308,Point(-87.8153 37.7097)
Brownsboro Village,308,Point(-85.6647 38.2619)
Pitts,308,Point(-83.54 31.9453)
West Okoboji,308,Point(-95.158888888 43.35)
Druid Hills,308,Point(-85.6622 38.2642)
Medina,308,Point(-99.298055555 46.894722222)
Kiel,309,Point(-88.031944444 43.914722222)
Kelley,309,Point(-93.664905555 41.950913888)
St. Mary,309,Point(-89.9489 37.8761)
Pinehurst,309,Point(-83.7611 32.1944)
Willow River,309,Point(-92.841388888 46.318333333)
Turon,309,Point(-98.4269 37.8075)
Brandon,309,Point(-92.004166666 42.314166666)
Corwith,309,Point(-93.955833333 42.993333333)
Bâlvănești,310,Point(22.68 44.8)
Racovița,310,Point(24.31666667 45.41666667)
Gackle,310,Point(-99.143333333 46.627222222)
Arcadia,310,Point(-94.62333 37.64111)
Berry,310,Point(-84.3844 38.5203)
Wardell,310,Point(-89.8144 36.3519)
Nazareth,310,Point(-102.103 34.5442)
Moscow,310,Point(-101.206 37.3239)
Steamboat Rock,310,Point(-93.066388888 42.4075)
Granville,310,Point(-95.875833333 42.984444444)
Copeland,310,Point(-100.63 37.5403)
Canton,310,Point(-91.93 43.529722222)
Hiltonia,310,Point(-81.659444444 32.882222222)
Ceatalchioi,311,Point(28.78333333 45.28333333)
Pesceana,311,Point(24.13333333 44.88333333)
Ulieș,311,Point(25.233333333 46.216666666)
Blackwell,311,Point(-100.32 32.0856)
Nazareth,311,Point(-102.103 34.5442)
Iola,311,Point(-96.075 30.7719)
Atalissa,311,Point(-91.166666666 41.571666666)
Lakeland Shores,311,Point(-92.764166666 44.948055555)
Cobbtown,311,Point(-82.1383 32.2814)
Waverly,311,Point(-87.8153 37.7097)
Treklyano,312,Point(22.598038 42.551003)
Russian Mission,312,Point(-161.334 61.7856)
Koyuk,312,Point(-161.15833 64.93083)
Belleville,312,Point(-93.449166666 35.091666666)
Fisk,312,Point(-90.2061 36.7822)
St. Martin,312,Point(-94.667222222 45.5025)
Fort Atkinson,312,Point(-91.934722222 43.144166666)
Granville,312,Point(-95.875833333 42.984444444)
Coyote Flats,312,Point(-97.2944087 32.3528116)
Eubank,313,Point(-84.6572 37.28)
Omer,313,Point(-83.854444444 44.0475)
Eureka,313,Point(-96.2925 32.0125)
Orchard,313,Point(-95.9689 29.6019)
McCausland,313,Point(-90.4425 41.744722222)
Floyd,313,Point(-92.739722222 43.1275)
Gridley,313,Point(-95.8844 38.0994)
Plainville,313,Point(-85.0375 34.4042)
Opatowiec,314,Point(20.71667 50.23333)
Hamcearca,314,Point(28.36666667 45.11666667)
Pattonsburg,314,Point(-94.1247 40.0544)
Willow River,314,Point(-92.841388888 46.318333333)
Cedar Hill,314,Point(-87.002174 36.551989)
Râfov,315,Point(26.13272 44.873425)
Păcureți,315,Point(26.132569 45.142049)
Blevins,315,Point(-93.5767 33.8711)
Libertyville,315,Point(-92.049166666 40.957777777)
Leakey,315,Point(-99.7614 29.7253)
Ridgeway,315,Point(-91.989166666 43.297777777)
Hartland,315,Point(-93.486944444 43.803888888)
Kellerton,315,Point(-94.05 40.710277777)
Finlayson,315,Point(-92.916111111 46.201666666)
Cozănești,316,Point(25.428707 47.343092)
Adak,316,Point(-176.636 51.872)
Campton,316,Point(-83.5483 37.7347)
Gaastra,316,Point(-88.605833333 46.058333333)
Dover,316,Point(-83.8825 38.7581)
Q12383298,316,Point(-7.599780611 42.19945)
Gârnic,317,Point(21.794945 44.749167)
Kennard,317,Point(-95.1853 31.3558)
Turkey,317,Point(-100.895 34.3942)
Fenton,317,Point(-94.426388888 43.216388888)
Hope,317,Point(-97.0769 38.6894)
Veblen,317,Point(-97.287222222 45.862777777)
Mercer,318,Point(-93.52944 40.51167)
Bliss,318,Point(-114.949 42.9261)
San Patricio,318,Point(-97.7731 27.9592)
Neelyville,318,Point(-90.5097 36.5578)
Purcell,318,Point(-94.4378 37.2419)
Prescott,318,Point(-118.314 46.2989)
Middletown,318,Point(-91.260277777 40.828055555)
Stapleton,318,Point(-82.4681 33.2158)
Druid Hills,318,Point(-85.6622 38.2642)
Poroina Mare,319,Point(22.93333333 44.5)
Vârfuri,319,Point(25.515158 45.098271)
Alexander,319,Point(-103.642777777 47.8425)
Eubank,319,Point(-84.6572 37.28)
Everton,319,Point(-93.7025 37.3436)
Sawyer,319,Point(-101.052777777 48.088888888)
Wyatt,319,Point(-89.21 36.9192)
Warren City,319,Point(-94.9025 32.5536)
Persia,319,Point(-95.5706 41.5789)
Fayetteville,319,Point(-96.675 29.905)
Sheldahl,319,Point(-93.696388888 41.864166666)
Glenview Hills,319,Point(-85.6381 38.2942)
Maynard,319,Point(-95.468888888 44.906944444)
Tescott,319,Point(-97.8781 39.0119)
Quimby,319,Point(-95.642777777 42.629722222)
Irwin,319,Point(-95.207222222 41.790555555)
Vesta,319,Point(-95.416388888 44.507777777)
Brownsboro Village,319,Point(-85.6647 38.2619)
Ramer,319,Point(-88.615833333 35.070277777)
Hólmavík,320,Point(-21.683333333 65.716666666)
Sadieville,320,Point(-84.5356 38.3917)
Plato,320,Point(-94.04 44.774444444)
New Munich,320,Point(-94.75333333 45.62861111)
Danbury,320,Point(-95.721666666 42.236111111)
Pitts,320,Point(-83.54 31.9453)
Valdegodos,320,Point(-7.046527777 42.412297222)
Lazuri de Beiuș,321,Point(22.4 46.58333333)
Ione,321,Point(-119.824444444 45.500833333)
Mulberry,321,Point(-94.051666666 35.500555555)
Callisburg,321,Point(-97.0139 33.7003)
Gallatin,321,Point(-95.1506 31.9033)
Mud Lake,321,Point(-112.482 43.8408)
Hartland,321,Point(-93.486944444 43.803888888)
Garner,321,Point(-93.604166666 43.098055555)
Woodville,321,Point(-83.1078 33.6781)
Bellewood,321,Point(-85.6592 38.2606)
Fargo,321,Point(-82.5669 30.6867)
McClusky,322,Point(-100.442222222 47.484166666)
Mystic,322,Point(-92.945 40.778611111)
Kimballton,322,Point(-95.074444444 41.628333333)
Latexo,322,Point(-95.4747 31.3892)
Farber,322,Point(-91.5753 39.2747)
Edom,322,Point(-95.6164 32.3775)
Peterson,322,Point(-95.341388888 42.918611111)
Auburn,322,Point(-94.877222222 42.250833333)
Grainfield,322,Point(-100.467 39.1142)
Deer Creek,322,Point(-95.32142 46.39107)
Bronson,322,Point(-96.211666666 42.409444444)
St. John,322,Point(-99.710833333 48.943888888)
Tălpaș,323,Point(23.745277777 44.682222222)
Tomești,323,Point(22.3 45.783055555)
Balta,323,Point(22.636706 44.88737)
Nistorești,323,Point(26.714578 45.825704)
Galesburg,323,Point(-90.368611111 40.952222222)
Kidder,323,Point(-94.1025 39.7819)
Sanborn,323,Point(-95.128611111 44.209722222)
Frankford,323,Point(-91.3208 39.4933)
Ghent,323,Point(-85.0603 38.7361)
Nordheim,323,Point(-97.6133 28.9233)
Medicine Lake,323,Point(-93.421388888 45.001944444)
Dakota,323,Point(-91.36 43.913611111)
Sharpsburg,323,Point(-83.9303 38.2014)
Newdale,323,Point(-111.604 43.8861)
Woodburn,323,Point(-86.5311 36.8417)
Buxton,323,Point(-97.099722222 47.603333333)
St. Thomas,323,Point(-97.446666666 48.619722222)
Bronson,323,Point(-95.0725 37.8967)
Moro,324,Point(-120.732222222 45.485)
Rivergrove,324,Point(-122.733888888 45.385277777)
Anaktuvuk Pass,324,Point(-151.734 68.1431)
Arlington,324,Point(-89.01139 36.79111)
Dexter,324,Point(-92.704722222 43.718888888)
Hunters Hollow,324,Point(-85.6939 38.0783)
South Haven,324,Point(-97.4019 37.0503)
Mârțești,325,Point(24.752095 44.712199)
Sand City,325,Point(-121.848333333 36.617222222)
Portland,325,Point(-91.511388888 33.237777777)
Northmoor,325,Point(-94.6044 39.1844)
Bellflower,325,Point(-91.3531 39.0039)
Chilhowee,325,Point(-93.8561 38.5886)
Rose Hill Acres,325,Point(-94.1942 30.1958)
Minburn,325,Point(-94.028333333 41.756111111)
Elk City,325,Point(-95.9103 37.2903)
Grand Junction,325,Point(-89.190277777 35.048055555)
Ramer,325,Point(-88.615833333 35.070277777)
Kaw City,325,Point(-96.858055555 36.765833333)
Miceștii de Câmpie,326,Point(24.3167 46.8667)
Adak,326,Point(-176.636 51.872)
Rose City,326,Point(-94.055555555 30.105)
New Home,326,Point(-101.912222222 33.326388888)
Swanville,326,Point(-94.642777777 45.913888888)
Trenton,326,Point(-87.2611 36.7233)
Valea Lungă Cricov,327,Point(25.585603 45.065238)
Lake View,327,Point(-90.800833333 34.416666666)
Lake View,327,Point(-90.8133126 34.4211603)
Orient,327,Point(-88.9761 37.9189)
Lake Lafayette,327,Point(-93.9697 38.9489)
Creighton,327,Point(-94.0731 38.4956)
Vicco,327,Point(-83.0611 37.2161)
Ambrose,327,Point(-83.01556 31.59389)
Vernon Center,328,Point(-94.16912 43.96191)
Ila,328,Point(-83.2928 34.1736)
Harpers Ferry,328,Point(-91.150833333 43.201666666)
Portage Des Sioux,328,Point(-90.3431 38.9264)
Delta,328,Point(-92.329444444 41.324166666)
Shidler,328,Point(-96.661944444 36.780277777)
Arthur,328,Point(-97.216666666 47.104722222)
Peterslahr,329,Point(7.482222222 50.613055555)
Berg,329,Point(6.358333 49.6825)
Ione,329,Point(-119.824444444 45.500833333)
Gilman City,329,Point(-93.8731 40.1414)
Hedley,329,Point(-100.66 34.8672)
Plato,329,Point(-94.04 44.774444444)
Roscoe,329,Point(-99.336666666 45.450277777)
Diagonal,330,Point(-94.341388888 40.808888888)
Elim,330,Point(-162.25667 64.6175)
Oslo,330,Point(-97.131388888 48.195833333)
Grey Eagle,330,Point(-94.74668 45.82524)
Fairfield,330,Point(-98.105 40.431944444)
Deer Creek,330,Point(-95.32142 46.39107)
Parkers Crossroads,330,Point(-88.389444444 35.781666666)
Vad,331,Point(23.7454 47.2194)
Blue Springs,331,Point(-96.662777777 40.137777777)
Latexo,331,Point(-95.4747 31.3892)
Vergas,331,Point(-95.805277777 46.656666666)
Willow River,331,Point(-92.841388888 46.318333333)
Askov,331,Point(-92.7825 46.186666666)
Greenleaf,331,Point(-96.9789 39.7283)
Colome,331,Point(-99.716111111 43.26)
St. Thomas,331,Point(-97.446666666 48.619722222)
Max,331,Point(-101.295555555 47.822222222)
Vernon Center,332,Point(-94.16912 43.96191)
Koyuk,332,Point(-161.15833 64.93083)
Wilmont,332,Point(-95.827222222 43.764722222)
Reklaw,332,Point(-94.985 31.8619)
Dietrich,332,Point(-114.265 42.9119)
Lucas,332,Point(-98.5375 39.0589)
Cuyuna,332,Point(-93.923055555 46.516944444)
Keysville,332,Point(-82.2317 33.2353)
Hunter,332,Point(-97.2167 47.1903)
New Market,332,Point(-93.35166667 44.57166667)
Căpâlna,333,Point(22.1 46.7333)
Ponoarele,333,Point(22.764225 44.974872)
Newburg,333,Point(-91.9011 37.9175)
Strathmoor Manor,333,Point(-85.6847 38.2186)
McCallsburg,333,Point(-93.39028 42.16611)
Robăneștii de Jos,334,Point(24.016639 44.311127)
Sand City,334,Point(-121.848333333 36.617222222)
Gorham,334,Point(-99.0228 38.8803)
Scottsville,334,Point(-94.2417 32.5361)
Bunceton,334,Point(-92.7986 38.7889)
New Home,334,Point(-101.912222222 33.326388888)
Clarksburg,334,Point(-92.6675 38.66)
Huntleigh,334,Point(-90.4108 38.6161)
Peterson,334,Point(-95.341388888 42.918611111)
Terril,334,Point(-94.971388888 43.305555555)
Lowry,334,Point(-95.518055555 45.705)
Vicco,334,Point(-83.0611 37.2161)
Calumet,334,Point(-93.276944444 47.321944444)
Bazine,334,Point(-99.6925 38.4461)
Rockport,334,Point(-86.9928 37.3364)
Max,334,Point(-101.295555555 47.822222222)
Berg,335,Point(6.358333 49.6825)
Chidester,335,Point(-93.022222222 33.702777777)
Portage Des Sioux,335,Point(-90.3431 38.9264)
Downing,335,Point(-92.3681 40.4878)
Cambridge,335,Point(-116.678 44.5717)
Leroy,335,Point(-97.0203 31.7317)
Long Beach,335,Point(-95.4175 45.654722222)
Floyd,335,Point(-92.739722222 43.1275)
Donahue,335,Point(-90.674722222 41.695277777)
Natoma,335,Point(-99.0247 39.1892)
Clarkedale,336,Point(-90.2361 35.3092)
Hume,336,Point(-94.5844 38.0906)
Sadler,336,Point(-96.8464 33.6814)
Nordheim,336,Point(-97.6133 28.9233)
Bowbells,336,Point(-102.2462 48.8038)
Creekside,336,Point(-85.5681 38.2922)
Ploscoș,337,Point(23.839166666 46.641111111)
Ghizela,337,Point(21.749722222 45.823888888)
Halfway,337,Point(-117.110555555 44.878333333)
Ione,337,Point(-119.824444444 45.500833333)
Moro,337,Point(-120.732222222 45.485)
Kennard,337,Point(-95.1853 31.3558)
Ila,337,Point(-83.2928 34.1736)
Dillard,337,Point(-83.3839 34.9747)
Leroy,337,Point(-97.0203 31.7317)
Medicine Lake,337,Point(-93.421388888 45.001944444)
Pierson,337,Point(-95.868611111 42.544722222)
Glenview Hills,337,Point(-85.6381 38.2942)
Strathmoor Manor,337,Point(-85.6847 38.2186)
Newdale,337,Point(-111.604 43.8861)
Arthur,337,Point(-97.216666666 47.104722222)
Tănăsoaia,338,Point(27.388916 46.103786)
Canalou,338,Point(-89.6869 36.7544)
Declo,338,Point(-113.63 42.5194)
Russell,338,Point(-95.951666666 44.319166666)
Long Beach,338,Point(-95.4175 45.654722222)
Elliott,338,Point(-95.161944444 41.148888888)
Grand Junction,338,Point(-89.190277777 35.048055555)
Ute,338,Point(-95.705833333 42.049722222)
Thornton,339,Point(-92.489722222 33.776666666)
Sanborn,339,Point(-95.128611111 44.209722222)
Dillard,339,Point(-83.3839 34.9747)
Edom,339,Point(-95.6164 32.3775)
Wilmont,339,Point(-95.827222222 43.764722222)
Morgan's Point,339,Point(-94.999444444 29.676388888)
Iredell,339,Point(-97.8708 31.9847)
Lake Bridgeport,339,Point(-97.8328 33.2061)
Lakeland Shores,339,Point(-92.764166666 44.948055555)
Mondamin,339,Point(-96.021111111 41.709722222)
Vilar de Santos,339,Point(-7.794811111 42.087475)
Dobrețu,340,Point(23.955159 44.493309)
Kismet,340,Point(-100.701 37.205)
Winchester,340,Point(-116.623 46.2408)
Lake Bridgeport,340,Point(-97.8328 33.2061)
Lancaster,340,Point(-96.804166666 48.858333333)
Nichols,340,Point(-91.308333333 41.479166666)
Bellewood,340,Point(-85.6592 38.2606)
Roșiile,341,Point(23.923888888 44.876111111)
Ocoliș,341,Point(23.46805556 46.47638889)
Altenburg,341,Point(-89.58139 37.63111)
Wahpeton,341,Point(-95.173888888 43.371944444)
Underwood,341,Point(-95.870833333 46.285277777)
Dexter,341,Point(-92.704722222 43.718888888)
Bristol,341,Point(-97.750833333 45.345277777)
Cobbtown,341,Point(-82.1383 32.2814)
Irwin,341,Point(-95.207222222 41.790555555)
Brandon,341,Point(-92.004166666 42.314166666)
Mayetta,341,Point(-95.72167 39.33861)
Gridley,341,Point(-95.8844 38.0994)
St. John,341,Point(-99.710833333 48.943888888)
Kovachevtsi,342,Point(22.818336 42.554471)
Opan,342,Point(25.687551 42.210641)
Khobi,342,Point(41.9 42.316666666)
Rushmore,342,Point(-95.800555555 43.619444444)
Blunt,342,Point(-99.988333333 44.516388888)
Fisk,342,Point(-90.2061 36.7822)
Quitaque,342,Point(-101.055 34.3664)
Cash,342,Point(-90.9333 35.7983)
Hiltonia,342,Point(-81.659444444 32.882222222)
Carthage,343,Point(-92.556111111 34.073333333)
Maitland,343,Point(-95.07528 40.20111)
Cooter,343,Point(-89.81 36.0458)
Frankford,343,Point(-91.3208 39.4933)
Kendleton,343,Point(-95.9997 29.4478)
Warren City,343,Point(-94.9025 32.5536)
Sadler,343,Point(-96.8464 33.6814)
Willow River,343,Point(-92.841388888 46.318333333)
Fairmount,343,Point(-96.601666666 46.054444444)
Declo,343,Point(-113.63 42.5194)
Dyer,343,Point(-94.138611111 35.494444444)
Diagonal,344,Point(-94.341388888 40.808888888)
Gainesville,344,Point(-83.8339 34.3044)
Williams,344,Point(-93.543055555 42.4875)
Garrison,344,Point(-92.143055555 42.143611111)
Leslie,344,Point(-84.0869 31.955)
Scandia,344,Point(-97.783888888 39.795555555)
Neche,344,Point(-97.550833333 48.983611111)
Ittoqqortoormiit,345,Point(-21.966666666 70.485277777)
Ulma,345,Point(25.289382 47.88975)
Boghești,345,Point(27.409557 46.158868)
Laclede,345,Point(-93.1697 39.7875)
Annapolis,345,Point(-90.69694 37.35972)
Wahpeton,345,Point(-95.173888888 43.371944444)
Moline,345,Point(-96.3022 37.3639)
Menlo,345,Point(-94.405277777 41.5225)
Lacona,345,Point(-93.3844 41.1889)
Grand Rivers,345,Point(-88.2317 37.0047)
Coyote Flats,345,Point(-97.2944087 32.3528116)
McGrath,346,Point(-155.595833333 62.956388888)
Akiak,346,Point(-161.21389 60.91222)
Texhoma,346,Point(-101.785 36.4967)
Risco,346,Point(-89.82 36.5517)
Union Grove,346,Point(-94.9097 32.5833)
Lueders,346,Point(-99.6236 32.8003)
Woodland Mills,346,Point(-89.1125 36.475277777)
Donahue,346,Point(-90.674722222 41.695277777)
Canton,346,Point(-91.93 43.529722222)
Livezi,347,Point(23.826799 44.842118)
Kingsland,347,Point(-92.294166666 33.861388888)
Bennett,347,Point(-90.974444444 41.740833333)
Gaastra,347,Point(-88.605833333 46.058333333)
Hustonville,347,Point(-84.8178 37.4728)
Mount Olivet,347,Point(-84.0372 38.5319)
Meteș,348,Point(23.421388888 46.096944444)
Pattonsburg,348,Point(-94.1247 40.0544)
Cashion Community,348,Point(-98.5 34.035555555)
Darwin,348,Point(-94.41082 45.09635)
Kingston,348,Point(-94.0383 39.6431)
Grey Eagle,348,Point(-94.74668 45.82524)
